CustomerID,Country,SalesChannel
38571.0,France,In-store
63173.0,Netherlands,In-store
23907.0,Belgium,Online
98467.0,France,In-store
90071.0,Netherlands,Online
61342.0,Spain,In-store
92671.0,Norway,Online
41052.0,Australia,Online
33829.0,Australia,In-store
58711.0,Australia,Online
94183.0,Australia,In-store
91490.0,France,In-store
87792.0,Australia,Online
43994.0,Sweden,In-store
36704.0,Spain,In-store
76609.0,Spain,Online
90072.0,United States,Online
90073.0,Sweden,Online
60498.0,Spain,Online
28170.0,Australia,Online
11446.0,France,Online
29726.0,Sweden,Online
90074.0,Australia,In-store
78310.0,France,Online
74973.0,Portugal,Online
61339.0,Spain,Online
65464.0,Germany,In-store
13071.0,France,Online
98381.0,Netherlands,Online
61411.0,Spain,Online
91462.0,Netherlands,In-store
20813.0,Belgium,In-store
86025.0,Australia,In-store
88417.0,Italy,In-store
29964.0,Spain,In-store
84040.0,Netherlands,In-store
59680.0,Italy,Online
59107.0,Germany,Online
16132.0,Netherlands,Online
60916.0,France,Online
58382.0,United Kingdom,Online
48525.0,Netherlands,Online
52890.0,Germany,In-store
90071.0,Netherlands,In-store
72965.0,United Kingdom,In-store
12555.0,Germany,In-store
90075.0,Spain,In-store
62434.0,Netherlands,Online
76470.0,Netherlands,In-store
75494.0,Australia,In-store
78876.0,Netherlands,In-store
62768.0,United Kingdom,Online
36725.0,United Kingdom,Online
69456.0,Norway,Online
13728.0,Belgium,Online
51283.0,Portugal,In-store
30331.0,United Kingdom,Online
94897.0,Italy,Online
59433.0,Norway,In-store
67228.0,United Kingdom,Online
35617.0,Spain,In-store
18149.0,Italy,Online
78546.0,Belgium,Online
40145.0,United Kingdom,Online
57305.0,Germany,In-store
35520.0,Sweden,Online
57122.0,Germany,Online
50629.0,Portugal,In-store
25422.0,United Kingdom,In-store
28739.0,Sweden,In-store
69338.0,Portugal,Online
82136.0,Australia,In-store
30204.0,United States,Online
88773.0,Spain,In-store
80409.0,Portugal,In-store
13798.0,Belgium,In-store
35658.0,United Kingdom,In-store
11222.0,Spain,Online
69869.0,Sweden,In-store
13158.0,Australia,In-store
45849.0,Portugal,In-store
47609.0,Norway,Online
18507.0,Australia,Online
60992.0,Portugal,Online
59497.0,Australia,Online
74358.0,Italy,Online
21331.0,Portugal,In-store
52394.0,United Kingdom,In-store
90076.0,Netherlands,Online
90809.0,United States,Online
92574.0,Netherlands,In-store
51182.0,United Kingdom,Online
43376.0,Norway,Online
18080.0,Netherlands,Online
90077.0,France,In-store
38902.0,Italy,In-store
90078.0,Sweden,Online
39376.0,Italy,In-store
15245.0,Australia,Online
90079.0,Australia,In-store
79353.0,Netherlands,In-store
93477.0,Australia,Online
33401.0,Italy,In-store
15599.0,Australia,Online
41519.0,Netherlands,Online
75747.0,Norway,Online
34854.0,Belgium,Online
90080.0,Spain,Online
89644.0,Germany,Online
49927.0,Germany,In-store
44597.0,Sweden,Online
35710.0,Sweden,Online
27418.0,Belgium,Online
97020.0,United Kingdom,In-store
14771.0,United States,Online
81627.0,Belgium,In-store
20867.0,France,In-store
36952.0,Netherlands,Online
49017.0,United States,Online
21952.0,Sweden,In-store
40116.0,United States,Online
66543.0,United States,In-store
11250.0,Belgium,In-store
12519.0,Belgium,Online
88701.0,Germany,In-store
90081.0,Australia,Online
88014.0,Italy,In-store
95799.0,Italy,In-store
57323.0,United Kingdom,Online
72445.0,Germany,In-store
90082.0,Norway,In-store
20178.0,France,Online
12519.0,Sweden,In-store
89674.0,Portugal,Online
98259.0,Australia,Online
20355.0,Germany,Online
90083.0,Belgium,Online
48330.0,Sweden,Online
48266.0,Australia,In-store
86402.0,Italy,Online
25139.0,Germany,Online
87679.0,United Kingdom,In-store
65929.0,Belgium,In-store
11446.0,Germany,In-store
90084.0,United Kingdom,Online
16663.0,Italy,Online
42238.0,France,Online
10639.0,Sweden,Online
45992.0,Norway,Online
86657.0,Portugal,In-store
94956.0,France,Online
14409.0,France,Online
16704.0,United States,Online
18295.0,Netherlands,Online
69722.0,Sweden,Online
96995.0,Germany,In-store
83962.0,Norway,In-store
10169.0,United States,In-store
29607.0,Australia,Online
60945.0,Portugal,In-store
90085.0,United States,Online
82303.0,Belgium,Online
16090.0,United Kingdom,Online
12820.0,Spain,Online
30229.0,Australia,In-store
22922.0,Spain,Online
72020.0,Netherlands,Online
80222.0,United States,Online
85940.0,Sweden,In-store
35471.0,Australia,Online
82384.0,Portugal,Online
91008.0,United States,In-store
90086.0,Belgium,Online
50484.0,Germany,In-store
90358.0,Spain,Online
46465.0,Belgium,In-store
90087.0,United Kingdom,In-store
64550.0,Netherlands,In-store
54466.0,Portugal,Online
94581.0,Belgium,In-store
61441.0,United States,In-store
91953.0,Italy,Online
90088.0,Belgium,In-store
30339.0,Belgium,Online
13692.0,United Kingdom,In-store
76642.0,Norway,In-store
82626.0,Portugal,Online
76972.0,Australia,Online
79430.0,Belgium,Online
79528.0,France,Online
35364.0,United States,Online
74543.0,Spain,Online
30377.0,United Kingdom,In-store
67072.0,Sweden,Online
15716.0,Netherlands,Online
90089.0,United Kingdom,Online
77007.0,Australia,In-store
47923.0,Sweden,Online
58363.0,Belgium,In-store
44764.0,Italy,In-store
30494.0,United States,In-store
65215.0,Sweden,Online
95692.0,Norway,In-store
40918.0,Portugal,In-store
55708.0,United Kingdom,In-store
20228.0,Australia,In-store
64519.0,Sweden,Online
77682.0,Belgium,Online
67288.0,Netherlands,In-store
41646.0,France,Online
46671.0,Norway,Online
87156.0,United Kingdom,Online
10010.0,United States,Online
68207.0,Spain,Online
93333.0,Norway,In-store
33723.0,Netherlands,Online
11571.0,France,Online
90090.0,Italy,Online
94427.0,Netherlands,In-store
64260.0,United States,In-store
71609.0,Germany,In-store
11243.0,Spain,Online
22689.0,Spain,In-store
25780.0,France,In-store
98253.0,Germany,In-store
16265.0,Germany,In-store
20330.0,Australia,In-store
93252.0,Norway,In-store
71785.0,United Kingdom,In-store
59072.0,Germany,Online
67026.0,Belgium,In-store
90091.0,Netherlands,Online
76305.0,Belgium,Online
32620.0,United Kingdom,In-store
63521.0,Sweden,Online
43402.0,Germany,In-store
17797.0,Spain,Online
14537.0,Sweden,In-store
30900.0,Spain,In-store
62794.0,Australia,In-store
53444.0,Spain,In-store
39967.0,Norway,In-store
53692.0,Sweden,In-store
52113.0,Italy,Online
90092.0,United States,In-store
78810.0,Germany,In-store
90093.0,Spain,Online
40225.0,Italy,Online
95399.0,Italy,Online
90094.0,Italy,In-store
73581.0,Netherlands,In-store
90095.0,Netherlands,Online
10236.0,Norway,In-store
88701.0,Australia,Online
40834.0,Italy,In-store
61173.0,United States,Online
44142.0,Germany,In-store
17437.0,France,In-store
90096.0,Australia,In-store
84162.0,Germany,In-store
59704.0,Spain,Online
39314.0,Sweden,Online
24667.0,France,In-store
92518.0,United Kingdom,In-store
96846.0,Netherlands,In-store
81965.0,United Kingdom,Online
50975.0,Belgium,In-store
14023.0,United States,Online
50768.0,Italy,In-store
55361.0,Italy,In-store
97897.0,Norway,In-store
78829.0,United Kingdom,Online
58931.0,United Kingdom,In-store
67022.0,United States,In-store
22629.0,Sweden,Online
99955.0,Germany,Online
90097.0,Australia,Online
83396.0,France,Online
35865.0,France,In-store
10785.0,Netherlands,In-store
71529.0,United States,In-store
34959.0,United States,Online
52009.0,United Kingdom,In-store
13778.0,Portugal,In-store
54483.0,Portugal,Online
90098.0,Netherlands,Online
67894.0,Germany,In-store
42603.0,Norway,In-store
18931.0,France,Online
20642.0,Australia,In-store
27067.0,Australia,Online
63856.0,Portugal,Online
62372.0,France,In-store
34565.0,Belgium,Online
90099.0,United States,Online
40558.0,Netherlands,Online
20064.0,Norway,In-store
54533.0,Norway,Online
41636.0,Spain,In-store
30242.0,Norway,Online
82091.0,Spain,Online
51223.0,United Kingdom,Online
20028.0,Norway,Online
77043.0,United Kingdom,Online
94557.0,United States,In-store
46411.0,Sweden,In-store
18764.0,United Kingdom,Online
32993.0,Portugal,In-store
34667.0,Spain,In-store
58916.0,Norway,In-store
97829.0,United Kingdom,Online
88794.0,Germany,In-store
57824.0,Norway,In-store
69795.0,Australia,Online
99295.0,France,In-store
67968.0,Germany,In-store
68217.0,Germany,Online
11276.0,Portugal,Online
31126.0,Germany,Online
91288.0,Norway,In-store
14709.0,Sweden,Online
17276.0,United Kingdom,In-store
48845.0,Germany,In-store
90100.0,Sweden,Online
21854.0,Germany,In-store
