InvoiceNo,StockCode,CustomerID,InvoiceDate,Quantity,UnitPrice,Discount,ShippingCost,TotalAmount
559773,SKU_1897,42562.0,2020-01-04,38,81.28,0.18,27.77,2532.6848
308261,SKU_1284,96452.0,2020-01-04,14,36.13,0.34,14.95,333.8412
864469,SKU_1312,35193.0,2020-01-04,17,8.62,0.13,19.11,127.48979999999999
441097,SKU_1161,30966.0,2020-01-04,7,15.96,0.28,23.88,80.4384
415139,SKU_1589,62514.0,2020-01-04,20,49.92,0.4,8.34,599.0400000000001
271829,SKU_1121,61596.0,2020-01-04,34,13.63,0.08,24.2,426.3464
371836,SKU_1480,62583.0,2020-01-04,30,83.42,0.45,5.92,1376.43
538974,SKU_1111,82963.0,2020-01-04,40,91.57,0.35,29.97,2380.8199999999997
302283,SKU_1238,89681.0,2020-01-04,13,7.54,0.38,26.46,60.7724
296769,SKU_1209,79200.0,2020-01-04,6,87.27,0.08,22.59,481.73040000000003
661353,SKU_1348,28796.0,2020-01-04,27,68.95,0.45,18.1,1023.9075000000001
323165,SKU_1510,76428.0,2020-01-04,18,33.22,0.22,24.77,466.40880000000004
723587,SKU_1001,46156.0,2020-01-04,24,25.98,0.13,16.68,542.4624
635822,SKU_1891,97271.0,2020-01-04,32,41.15,0.4,7.7,790.0799999999999
587879,SKU_1714,90167.0,2020-01-04,39,60.36,0.07,24.41,2189.2572
664685,SKU_1798,95325.0,2020-01-05,26,24.81,0.4,26.82,387.03599999999994
882038,SKU_1628,41384.0,2020-01-05,34,88.14,0.07,12.45,2786.9868
453531,SKU_1880,84562.0,2020-01-05,21,3.75,0.02,16.33,77.175
363160,SKU_1460,97931.0,2020-01-05,28,7.96,0.35,6.64,144.872
679879,SKU_1811,14493.0,2020-01-05,5,48.24,0.18,6.68,197.78400000000002
320884,SKU_1894,71731.0,2020-01-05,42,34.93,0.41,17.4,865.5654000000001
123247,SKU_1857,60583.0,2020-01-05,18,31.83,0.42,27.47,332.3052
124300,SKU_1951,90004.0,2020-01-05,8,46.19,0.1,12.81,332.568
567281,SKU_1481,97562.0,2020-01-05,43,57.77,0.1,11.1,2235.699
707086,SKU_1949,90838.0,2020-01-05,48,15.68,0.23,8.83,579.5328
633556,SKU_1948,64838.0,2020-01-05,34,85.06,0.01,29.98,2863.1196
448951,SKU_1625,30725.0,2020-01-05,22,35.03,0.24,8.25,585.7016000000001
374329,SKU_1585,59407.0,2020-01-05,23,49.73,0.31,26.62,789.2150999999999
819064,SKU_1971,90824.0,2020-01-05,9,57.1,0.01,11.88,508.76099999999997
842139,SKU_1240,96508.0,2020-01-05,27,65.17,0.12,28.59,1548.4392
532315,SKU_1981,70672.0,2020-01-05,14,12.16,0.2,12.57,136.192
616588,SKU_1813,19020.0,2020-01-05,20,84.61,0.26,11.7,1252.228
336584,SKU_1053,90743.0,2020-01-05,26,7.36,0.05,29.14,181.792
662332,SKU_1670,64659.0,2020-01-05,41,22.68,0.15,20.14,790.398
937646,SKU_1466,90633.0,2020-01-05,7,10.74,0.44,17.3,42.10080000000001
476896,SKU_1108,54727.0,2020-01-05,24,76.55,0.0,8.27,1837.1999999999998
148984,SKU_1279,10961.0,2020-01-05,9,71.63,0.47,19.95,341.6751
402918,SKU_1664,66873.0,2020-01-05,43,30.59,0.2,10.32,1052.296
364712,SKU_1674,25714.0,2020-01-05,7,78.42,0.05,26.71,521.493
220151,SKU_1056,33058.0,2020-01-06,37,91.0,0.42,11.14,1952.8600000000001
555808,SKU_1839,83367.0,2020-01-06,4,19.27,0.07,25.98,71.6844
233767,SKU_1836,15608.0,2020-01-06,11,37.38,0.02,8.95,402.9564
748663,SKU_1213,49169.0,2020-01-06,4,53.39,0.5,8.56,106.78
803550,SKU_1507,70906.0,2020-01-06,28,31.18,0.38,6.1,541.2848
236330,SKU_1027,39946.0,2020-01-06,49,66.8,0.36,11.84,2094.848
580754,SKU_1203,67934.0,2020-01-06,27,83.54,0.33,9.51,1511.2386000000001
401648,SKU_1544,30303.0,2020-01-06,17,73.34,0.23,9.78,960.0206
788519,SKU_1308,62272.0,2020-01-06,40,94.43,0.29,10.59,2681.812
113986,SKU_1633,43069.0,2020-01-06,6,39.39,0.29,9.85,167.8014
686146,SKU_1527,25812.0,2020-01-06,17,19.05,0.02,11.25,317.373
229312,SKU_1665,78376.0,2020-01-06,43,87.12,0.45,18.17,2060.3880000000004
112666,SKU_1907,63965.0,2020-01-06,12,98.82,0.25,5.34,889.3799999999999
400804,SKU_1342,58575.0,2020-01-06,40,45.27,0.08,21.25,1665.9360000000001
234633,SKU_1217,55924.0,2020-01-06,1,19.89,0.28,13.87,14.3208
388998,SKU_1616,52354.0,2020-01-06,29,29.51,0.43,19.15,487.8003000000001
950937,SKU_1588,78432.0,2020-01-06,26,44.69,0.46,21.57,627.4476000000001
728776,SKU_1086,75894.0,2020-01-06,8,14.92,0.16,14.11,100.2624
807611,SKU_1030,18762.0,2020-01-06,30,39.72,0.08,14.4,1096.272
384806,SKU_1099,15347.0,2020-01-06,30,69.96,0.27,18.7,1532.1239999999998
894824,SKU_1666,60989.0,2020-01-06,4,52.48,0.37,29.12,132.2496
130535,SKU_1803,53955.0,2020-01-06,24,78.64,0.06,8.97,1774.1184
475713,SKU_1314,83421.0,2020-01-06,26,11.49,0.21,18.94,236.0046
938688,SKU_1494,62215.0,2020-01-06,8,84.06,0.25,13.35,504.36
451279,SKU_1617,90005.0,2020-01-07,-2,34.06,0.34,18.02,-44.959199999999996
921654,SKU_1470,24841.0,2020-01-07,18,36.0,0.16,17.99,544.3199999999999
701661,SKU_1741,25661.0,2020-01-07,34,59.68,0.34,15.93,1339.2191999999998
747972,SKU_1514,90006.0,2020-01-07,-26,-72.33,1.97208653797146,17.67,-1828.0865015783684
589570,SKU_1733,72722.0,2020-01-07,40,16.31,0.3,6.51,456.67999999999995
556551,SKU_1632,37447.0,2020-01-07,9,3.0,0.41,5.01,15.930000000000001
373109,SKU_1671,44898.0,2020-01-07,20,28.4,0.49,28.77,289.68
124538,SKU_1782,48163.0,2020-01-07,40,33.55,0.28,10.63,966.24
994498,SKU_1997,25641.0,2020-01-07,47,16.09,0.42,6.17,438.61340000000007
301664,SKU_1330,96058.0,2020-01-07,46,76.94,0.04,25.4,3397.6703999999995
591234,SKU_1193,73431.0,2020-01-07,2,65.92,0.46,13.12,71.1936
999684,SKU_1729,10263.0,2020-01-07,43,21.13,0.07,12.09,844.9886999999999
239182,SKU_1190,97116.0,2020-01-07,39,16.36,0.02,24.95,625.2792
572525,SKU_1251,40318.0,2020-01-07,21,49.16,0.36,25.76,660.7103999999999
258338,SKU_1737,99357.0,2020-01-07,14,85.66,0.02,7.49,1175.2552
284064,SKU_1000,35788.0,2020-01-07,30,38.2,0.42,19.99,664.6800000000001
314020,SKU_1458,27891.0,2020-01-07,42,63.34,0.42,10.89,1542.9624000000003
723094,SKU_1644,11617.0,2020-01-07,46,23.1,0.0,27.63,1062.6000000000001
997421,SKU_1089,53537.0,2020-01-07,17,90.61,0.18,14.91,1263.1034
715270,SKU_1517,99835.0,2020-01-07,33,81.72,0.29,15.35,1914.6995999999997
745914,SKU_1482,60352.0,2020-01-07,11,83.38,0.35,21.57,596.167
219176,SKU_1755,72043.0,2020-01-07,42,2.07,0.14,8.46,74.7684
318126,SKU_1644,75448.0,2020-01-07,48,49.42,0.15,14.8,2016.3359999999998
318969,SKU_1115,90007.0,2020-01-07,-19,-3.61,1.0522543262800623,17.27,-3.584124239549475
222409,SKU_1072,94303.0,2020-01-08,8,84.97,0.42,5.05,394.2608
647707,SKU_1155,23776.0,2020-01-08,4,18.03,0.12,19.85,63.4656
353618,SKU_1722,32464.0,2020-01-08,39,72.72,0.11,24.11,2524.1112
869598,SKU_1068,43533.0,2020-01-08,42,25.56,0.27,10.56,783.6696
150015,SKU_1470,78931.0,2020-01-08,11,83.63,0.35,10.51,597.9544999999999
872838,SKU_1491,90008.0,2020-01-08,21,32.07,0.01,9.79,666.7353
222096,SKU_1299,58610.0,2020-01-08,4,5.05,0.1,13.41,18.18
731347,SKU_1143,20524.0,2020-01-08,47,5.68,0.49,28.5,136.1496
285340,SKU_1710,90009.0,2020-01-08,-3,85.95,0.26,17.67,-190.80900000000003
210687,SKU_1205,92943.0,2020-01-08,13,89.57,0.47,8.81,617.1373
974371,SKU_1917,17169.0,2020-01-08,31,74.85,0.01,9.29,2297.1465
511357,SKU_1712,37427.0,2020-01-08,4,97.17,0.38,27.23,240.98160000000001
835716,SKU_1750,25077.0,2020-01-08,16,91.5,0.33,10.81,980.8799999999999
205878,SKU_1406,61731.0,2020-01-08,40,71.99,0.2,8.09,2303.68
827270,SKU_1938,44711.0,2020-01-08,49,2.23,0.36,14.89,69.9328
298286,SKU_1579,46971.0,2020-01-08,42,19.62,0.28,24.27,593.3088
873290,SKU_1682,20383.0,2020-01-08,22,22.65,0.32,15.26,338.84399999999994
874684,SKU_1921,54324.0,2020-01-08,30,28.71,0.1,18.43,775.1700000000001
264899,SKU_1296,90909.0,2020-01-08,16,27.83,0.24,16.59,338.4128
424767,SKU_1581,22909.0,2020-01-08,4,19.9,0.17,5.99,66.068
961882,SKU_1798,58651.0,2020-01-08,25,49.1,0.46,25.2,662.85
979858,SKU_1528,48100.0,2020-01-08,39,96.14,0.1,25.18,3374.514
479989,SKU_1136,58025.0,2020-01-08,42,5.56,0.29,7.77,165.79919999999998
515515,SKU_1218,37608.0,2020-01-08,45,17.82,0.42,26.82,465.10200000000003
143585,SKU_1822,77521.0,2020-01-09,48,37.1,0.16,28.1,1495.872
471369,SKU_1517,26697.0,2020-01-09,23,61.35,0.22,28.16,1100.619
164044,SKU_1709,81596.0,2020-01-09,46,14.32,0.19,11.89,533.5632
542296,SKU_1447,90010.0,2020-01-09,45,56.42,0.42,25.27,1472.5620000000001
209556,SKU_1131,91737.0,2020-01-09,2,14.2,0.46,6.51,15.336
626981,SKU_1362,47742.0,2020-01-09,32,21.19,0.47,16.79,359.3824
981691,SKU_1962,90011.0,2020-01-09,3,2.73,0.09,17.4,7.4529
867595,SKU_1343,90012.0,2020-01-09,-2,-96.08,1.702087569366962,17.41,-134.91314732955541
300235,SKU_1695,41093.0,2020-01-09,8,26.85,0.12,17.41,189.024
125939,SKU_1017,90478.0,2020-01-09,39,61.55,0.27,26.19,1752.3284999999998
252906,SKU_1415,14917.0,2020-01-09,4,25.53,0.12,17.47,89.8656
642335,SKU_1724,58567.0,2020-01-09,27,92.74,0.45,26.28,1377.189
388249,SKU_1559,39410.0,2020-01-09,36,5.48,0.07,6.8,183.4704
175766,SKU_1540,33164.0,2020-01-09,48,49.92,0.15,5.24,2036.7359999999999
508923,SKU_1927,70633.0,2020-01-09,48,33.36,0.41,24.94,944.7552000000001
515192,SKU_1152,82942.0,2020-01-09,9,37.21,0.33,10.93,224.37629999999996
668550,SKU_1331,92576.0,2020-01-09,8,11.0,0.26,22.73,65.12
487261,SKU_1749,87074.0,2020-01-09,14,39.81,0.12,22.6,490.4592
910208,SKU_1318,52179.0,2020-01-09,49,73.62,0.45,29.87,1984.0590000000002
785440,SKU_1776,24634.0,2020-01-09,38,68.71,0.28,23.26,1879.9055999999996
752664,SKU_1198,87303.0,2020-01-09,3,91.96,0.49,14.46,140.6988
554589,SKU_1525,47080.0,2020-01-09,45,6.88,0.38,23.49,191.95200000000003
237848,SKU_1787,17613.0,2020-01-09,10,90.41,0.44,20.95,506.296
717075,SKU_1979,26578.0,2020-01-09,33,45.68,0.48,13.9,783.8688000000001
227948,SKU_1009,90013.0,2020-01-10,18,42.63,0.3,19.69,537.138
679304,SKU_1138,22601.0,2020-01-10,38,43.62,0.28,23.87,1193.4432
502690,SKU_1166,62939.0,2020-01-10,27,69.79,0.31,22.87,1300.1877
599046,SKU_1146,65807.0,2020-01-10,30,45.35,0.24,26.7,1033.98
551269,SKU_1402,16090.0,2020-01-10,10,97.8,0.27,9.03,713.9399999999999
121959,SKU_1756,59504.0,2020-01-10,40,68.35,0.2,10.7,2187.2000000000003
760890,SKU_1938,45168.0,2020-01-10,40,60.98,0.33,22.52,1634.2639999999997
850216,SKU_1444,27505.0,2020-01-10,14,16.59,0.11,15.23,206.7114
890180,SKU_1069,73136.0,2020-01-10,47,24.55,0.35,9.58,750.0025000000002
328576,SKU_1327,90014.0,2020-01-10,7,68.38,0.14,16.63,411.64759999999995
637833,SKU_1832,96110.0,2020-01-10,11,38.46,0.06,11.19,397.6764
265838,SKU_1918,40269.0,2020-01-10,31,76.92,0.31,27.18,1645.3187999999998
435674,SKU_1615,43144.0,2020-01-10,26,43.43,0.4,14.71,677.508
979989,SKU_1228,62769.0,2020-01-10,22,87.31,0.19,14.6,1555.8642000000002
161087,SKU_1827,58309.0,2020-01-10,6,60.02,0.27,15.49,262.8876
693128,SKU_1649,90015.0,2020-01-10,20,84.59,0.49,22.17,862.8180000000001
218451,SKU_1318,36263.0,2020-01-10,43,88.21,0.19,15.59,3072.3543
547600,SKU_1897,28493.0,2020-01-10,15,33.59,0.05,10.87,478.6575
937437,SKU_1035,43644.0,2020-01-10,29,39.91,0.1,10.42,1041.6509999999998
539792,SKU_1629,17586.0,2020-01-10,31,72.68,0.47,25.65,1194.1324000000002
139353,SKU_1254,97802.0,2020-01-10,10,13.14,0.18,15.02,107.74800000000002
293075,SKU_1312,32750.0,2020-01-10,14,15.27,0.36,13.18,136.8192
314283,SKU_1961,54903.0,2020-01-10,9,82.35,0.25,28.06,555.8625
414877,SKU_1334,57019.0,2020-01-10,24,2.27,0.26,20.52,40.315200000000004
165318,SKU_1019,65646.0,2020-01-11,37,4.72,0.07,27.76,162.41519999999997
865313,SKU_1297,40868.0,2020-01-11,28,57.98,0.09,24.25,1477.3303999999998
582690,SKU_1020,79860.0,2020-01-11,19,96.33,0.14,26.75,1574.0321999999999
516880,SKU_1477,85820.0,2020-01-11,29,93.34,0.1,27.69,2436.174
691460,SKU_1767,38192.0,2020-01-11,20,44.66,0.33,24.92,598.4439999999998
840976,SKU_1759,53285.0,2020-01-11,15,80.11,0.26,29.05,889.221
881239,SKU_1471,84794.0,2020-01-11,40,69.95,0.35,20.23,1818.7
193264,SKU_1961,16744.0,2020-01-11,36,80.56,0.13,19.72,2523.1392
870746,SKU_1677,47216.0,2020-01-11,32,25.03,0.04,14.01,768.9216
913168,SKU_1469,16844.0,2020-01-11,20,33.33,0.43,25.47,379.962
325281,SKU_1348,45122.0,2020-01-11,21,77.91,0.34,18.12,1079.8325999999997
737147,SKU_1766,59068.0,2020-01-11,36,28.07,0.45,8.76,555.7860000000001
998613,SKU_1589,29977.0,2020-01-11,28,76.03,0.13,14.05,1852.0908000000002
494070,SKU_1964,47079.0,2020-01-11,38,75.52,0.29,25.86,2037.5295999999996
452228,SKU_1791,44289.0,2020-01-11,6,76.69,0.21,27.65,363.5106
531839,SKU_1793,98008.0,2020-01-11,5,44.21,0.29,11.91,156.9455
369536,SKU_1385,76447.0,2020-01-11,7,20.07,0.09,8.98,127.84590000000001
417824,SKU_1941,76764.0,2020-01-11,45,10.47,0.38,25.98,292.113
357426,SKU_1876,80754.0,2020-01-11,47,20.21,0.03,21.81,921.3738999999999
277789,SKU_1545,33675.0,2020-01-11,24,49.59,0.37,7.11,749.8008000000001
613153,SKU_1445,48451.0,2020-01-11,35,26.84,0.3,14.47,657.5799999999999
842452,SKU_1982,52913.0,2020-01-11,29,86.01,0.09,7.07,2269.8039
937291,SKU_1936,90016.0,2020-01-11,-16,-73.6,1.535439956251199,17.33,-630.5340924814118
225657,SKU_1098,88985.0,2020-01-11,14,74.32,0.38,28.76,645.0976
335167,SKU_1654,19125.0,2020-01-12,35,30.31,0.08,6.06,975.982
781669,SKU_1054,11839.0,2020-01-12,4,47.54,0.03,8.07,184.4552
580671,SKU_1002,17819.0,2020-01-12,18,63.78,0.2,13.67,918.432
819094,SKU_1331,40592.0,2020-01-12,48,44.99,0.15,7.98,1835.5919999999999
170467,SKU_1933,71700.0,2020-01-12,22,79.66,0.3,6.7,1226.764
283734,SKU_1434,38593.0,2020-01-12,40,59.5,0.21,19.09,1880.2
722794,SKU_1912,13471.0,2020-01-12,30,60.15,0.36,15.3,1154.88
209751,SKU_1485,21894.0,2020-01-12,42,6.7,0.19,17.74,227.93400000000005
481050,SKU_1218,24920.0,2020-01-12,43,79.64,0.45,27.67,1883.486
911774,SKU_1210,90017.0,2020-01-12,15,13.24,0.39,29.7,121.146
792517,SKU_1816,97126.0,2020-01-12,43,20.85,0.3,27.64,627.585
561079,SKU_1495,75015.0,2020-01-12,9,12.69,0.16,10.64,95.93639999999999
468452,SKU_1660,38443.0,2020-01-12,20,83.7,0.45,29.97,920.7
206081,SKU_1231,90018.0,2020-01-12,4,88.55,0.35,28.5,230.23
713333,SKU_1599,99931.0,2020-01-12,1,97.76,0.4,29.28,58.656
658986,SKU_1919,97451.0,2020-01-12,18,17.39,0.41,22.2,184.6818
210078,SKU_1722,90190.0,2020-01-12,4,85.16,0.19,26.56,275.9184
967055,SKU_1734,10577.0,2020-01-12,28,58.6,0.21,12.7,1296.232
122671,SKU_1807,87209.0,2020-01-12,7,90.33,0.15,15.55,537.4635
518400,SKU_1147,67413.0,2020-01-12,14,29.94,0.05,18.71,398.202
455528,SKU_1206,38196.0,2020-01-12,40,28.45,0.38,27.06,705.56
710490,SKU_1359,59477.0,2020-01-12,38,80.74,0.04,24.53,2945.3952
151663,SKU_1418,63558.0,2020-01-12,17,25.52,0.06,15.36,407.80959999999993
115708,SKU_1943,16586.0,2020-01-12,39,8.17,0.46,7.32,172.0602
978338,SKU_1738,73585.0,2020-01-13,6,44.62,0.19,11.54,216.8532
411955,SKU_1416,14482.0,2020-01-13,26,60.87,0.49,29.8,807.1361999999999
233883,SKU_1871,54005.0,2020-01-13,41,70.95,0.35,19.59,1890.8175000000003
418394,SKU_1695,79598.0,2020-01-13,4,14.99,0.33,5.17,40.173199999999994
212547,SKU_1552,90019.0,2020-01-13,-26,-51.94,1.5234671839451164,17.545,-706.9110238868429
659042,SKU_1181,65625.0,2020-01-13,13,34.0,0.23,6.96,340.34000000000003
851102,SKU_1555,91270.0,2020-01-13,34,45.44,0.12,20.06,1359.5648
862002,SKU_1209,74368.0,2020-01-13,46,10.52,0.32,5.84,329.06559999999996
242483,SKU_1848,32743.0,2020-01-13,18,74.28,0.1,20.97,1203.336
758271,SKU_1967,90020.0,2020-01-13,24,64.47,0.45,10.03,851.004
314835,SKU_1249,30420.0,2020-01-13,30,53.55,0.25,19.88,1204.875
501896,SKU_1511,92574.0,2020-01-13,10,18.87,0.31,9.06,130.203
184896,SKU_1595,87362.0,2020-01-13,2,18.11,0.31,9.28,24.991799999999998
577095,SKU_1138,78561.0,2020-01-13,43,20.93,0.22,6.02,701.9922
171295,SKU_1989,95846.0,2020-01-13,29,78.99,0.31,23.75,1580.5899
843974,SKU_1986,19976.0,2020-01-13,1,36.68,0.13,16.97,31.9116
987121,SKU_1230,14626.0,2020-01-13,17,38.12,0.43,17.87,369.38280000000003
373255,SKU_1909,66940.0,2020-01-13,22,36.17,0.3,23.22,557.0179999999999
399648,SKU_1937,13846.0,2020-01-13,26,13.63,0.36,21.17,226.8032
757162,SKU_1974,34037.0,2020-01-13,10,85.27,0.21,9.91,673.6329999999999
108155,SKU_1011,27902.0,2020-01-13,8,57.33,0.43,11.85,261.4248
566872,SKU_1979,66028.0,2020-01-13,20,99.49,0.43,26.86,1134.1860000000001
925816,SKU_1272,67413.0,2020-01-13,22,52.22,0.28,16.02,827.1647999999999
474705,SKU_1487,83358.0,2020-01-13,48,69.23,0.06,5.61,3123.6576
671542,SKU_1089,22155.0,2020-01-14,24,81.18,0.28,21.57,1402.7904
908350,SKU_1973,21037.0,2020-01-14,22,81.86,0.22,8.31,1404.7176000000002
710269,SKU_1024,90021.0,2020-01-14,-11,-44.4,1.6477538873239466,17.33,-316.3629985690155
654594,SKU_1537,45422.0,2020-01-14,49,38.66,0.24,6.78,1439.6984
247718,SKU_1942,31772.0,2020-01-14,28,15.63,0.38,18.47,271.33680000000004
408987,SKU_1664,48088.0,2020-01-14,2,77.17,0.39,19.29,94.1474
745263,SKU_1984,23492.0,2020-01-14,42,62.97,0.07,18.43,2459.6081999999997
458745,SKU_1571,98641.0,2020-01-14,37,17.88,0.32,6.31,449.8607999999999
207512,SKU_1059,41490.0,2020-01-14,4,50.17,0.1,6.11,180.61200000000002
247443,SKU_1794,83955.0,2020-01-14,37,57.41,0.1,13.55,1911.7530000000002
570587,SKU_1170,90022.0,2020-01-14,21,86.65,0.04,28.08,1746.864
473616,SKU_1587,79693.0,2020-01-14,26,9.52,0.25,19.67,185.64
757409,SKU_1787,48867.0,2020-01-14,15,17.02,0.26,21.73,188.922
